dataset,YOLO12n 1088px,YOLO12n 640px,baseline
mva23_val,0.003237348564273728,0.0033003300330033,0.0022849234168582366
skb_test,0.0017830222728655249,0.0006188118811881188,5.9644518668734345e-05
vid1,0.00043047783039173483,0.0,0.0
