dataset,YOLO12n 1088px,YOLO12n 640px,baseline
mva23_val,0.7713787085514834,0.4757417102966841,0.9319371727748691
skb_test,0.37335439705107953,0.4823591363875724,0.9984202211690363
vid1,0.4534313725490196,0.47549019607843135,0.9877450980392157
