dataset,YOLO12n 1088px,YOLO12n 640px,baseline
mva23_val,0.6743457101731624,0.3583637439529745,0.8770311823578333
skb_test,0.1214819850846149,0.19430057730755218,0.44586779600441684
vid1,0.2331172402454086,0.3480170203770586,0.7928880535897954
